M x MA ZA MB ZB MAB MBA
(V,Fe,0.2,0.8) 1.5280000000000000 0.8000000000000000 0.0054000000000000 5.0000000000000000 2.2604000000000002 8.0000000000000000 -1.1645500000000000 -0.0047500000000000
(V,Fe,0.1,0.9) 1.9137999999999999 0.9000000000000000 0.0054000000000000 5.0000000000000000 2.2604000000000002 8.0000000000000000 -1.1645500000000000 -0.0047500000000000
(V,Fe,0.0,1.0) 2.2604000000000002 1.0000000000000000 0.0054000000000000 5.0000000000000000 2.2604000000000002 8.0000000000000000 -1.1645500000000000 -0.0047500000000000
(Cr,Fe,1.0,0.0) 0.0000000000000000 0.0000000000000000 0.0000000000000000 6.0000000000000000 2.2604000000000002 8.0000000000000000 -1.6436900000000001 1.8249500000000001
(Cr,Fe,0.9,0.1) 0.2099000000000000 0.1000000000000000 0.0000000000000000 6.0000000000000000 2.2604000000000002 8.0000000000000000 -1.6436900000000001 1.8249500000000001
(Cr,Fe,0.8,0.2) 0.4110000000000000 0.2000000000000000 0.0000000000000000 6.0000000000000000 2.2604000000000002 8.0000000000000000 -1.6436900000000001 1.8249500000000001
(Cr,Fe,0.7,0.3) 0.6032000000000000 0.3000000000000000 0.0000000000000000 6.0000000000000000 2.2604000000000002 8.0000000000000000 -1.6436900000000001 1.8249500000000001
(Cr,Fe,0.6,0.4) 0.8018000000000000 0.4000000000000000 0.0000000000000000 6.0000000000000000 2.2604000000000002 8.0000000000000000 -1.6436900000000001 1.8249500000000001
(Cr,Fe,0.5,0.5) 1.0005999999999999 0.5000000000000000 0.0000000000000000 6.0000000000000000 2.2604000000000002 8.0000000000000000 -1.6436900000000001 1.8249500000000001
(Cr,Fe,0.4,0.6) 1.2169000000000001 0.6000000000000000 0.0000000000000000 6.0000000000000000 2.2604000000000002 8.0000000000000000 -1.6436900000000001 1.8249500000000001
(Cr,Fe,0.3,0.7) 1.4276000000000000 0.7000000000000000 0.0000000000000000 6.0000000000000000 2.2604000000000002 8.0000000000000000 -1.6436900000000001 1.8249500000000001
(Cr,Fe,0.2,0.8) 1.6437999999999999 0.8000000000000000 0.0000000000000000 6.0000000000000000 2.2604000000000002 8.0000000000000000 -1.6436900000000001 1.8249500000000001
(Cr,Fe,0.1,0.9) 1.9421999999999999 0.9000000000000000 0.0000000000000000 6.0000000000000000 2.2604000000000002 8.0000000000000000 -1.6436900000000001 1.8249500000000001
(Cr,Fe,0.0,1.0) 2.2604000000000002 1.0000000000000000 0.0000000000000000 6.0000000000000000 2.2604000000000002 8.0000000000000000 -1.6436900000000001 1.8249500000000001
(Mn,Fe,1.0,0.0) 0.9374000000000000 0.0000000000000000 0.9374000000000000 7.0000000000000000 2.2604000000000002 8.0000000000000000 -1.7686599999999999 2.3873300000000000
(Mn,Fe,0.9,0.1) 1.0767000000000000 0.1000000000000000 0.9374000000000000 7.0000000000000000 2.2604000000000002 8.0000000000000000 -1.7686599999999999 2.3873300000000000
(Mn,Fe,0.8,0.2) 1.1974000000000000 0.2000000000000000 0.9374000000000000 7.0000000000000000 2.2604000000000002 8.0000000000000000 -1.7686599999999999 2.3873300000000000
(Mn,Fe,0.7,0.3) 1.3230999999999999 0.3000000000000000 0.9374000000000000 7.0000000000000000 2.2604000000000002 8.0000000000000000 -1.7686599999999999 2.3873300000000000
(Mn,Fe,0.6,0.4) 1.4277000000000000 0.4000000000000000 0.9374000000000000 7.0000000000000000 2.2604000000000002 8.0000000000000000 -1.7686599999999999 2.3873300000000000
(Mn,Fe,0.5,0.5) 1.5349999999999999 0.5000000000000000 0.9374000000000000 7.0000000000000000 2.2604000000000002 8.0000000000000000 -1.7686599999999999 2.3873300000000000
(Mn,Fe,0.4,0.6) 1.6547000000000001 0.6000000000000000 0.9374000000000000 7.0000000000000000 2.2604000000000002 8.0000000000000000 -1.7686599999999999 2.3873300000000000
(Mn,Fe,0.3,0.7) 1.7944000000000000 0.7000000000000000 0.9374000000000000 7.0000000000000000 2.2604000000000002 8.0000000000000000 -1.7686599999999999 2.3873300000000000
(Mn,Fe,0.2,0.8) 1.9617000000000000 0.8000000000000000 0.9374000000000000 7.0000000000000000 2.2604000000000002 8.0000000000000000 -1.7686599999999999 2.3873300000000000
(Mn,Fe,0.1,0.9) 2.0905999999999998 0.9000000000000000 0.9374000000000000 7.0000000000000000 2.2604000000000002 8.0000000000000000 -1.7686599999999999 2.3873300000000000
(Mn,Fe,0.0,1.0) 2.2604000000000002 1.0000000000000000 0.9374000000000000 7.0000000000000000 2.2604000000000002 8.0000000000000000 -1.7686599999999999 2.3873300000000000
(Co,Fe,1.0,0.0) 1.7398000000000000 0.0000000000000000 1.7398000000000000 9.0000000000000000 2.2604000000000002 8.0000000000000000 1.8461000000000001 2.6729799999999999
(Co,Fe,0.9,0.1) 1.8227000000000000 0.1000000000000000 1.7398000000000000 9.0000000000000000 2.2604000000000002 8.0000000000000000 1.8461000000000001 2.6729799999999999
(Co,Fe,0.8,0.2) 1.9103000000000001 0.2000000000000000 1.7398000000000000 9.0000000000000000 2.2604000000000002 8.0000000000000000 1.8461000000000001 2.6729799999999999
(Co,Fe,0.7,0.3) 1.9977000000000000 0.3000000000000000 1.7398000000000000 9.0000000000000000 2.2604000000000002 8.0000000000000000 1.8461000000000001 2.6729799999999999
(Co,Fe,0.6,0.4) 2.0924000000000000 0.4000000000000000 1.7398000000000000 9.0000000000000000 2.2604000000000002 8.0000000000000000 1.8461000000000001 2.6729799999999999
(Co,Fe,0.5,0.5) 2.1751999999999998 0.5000000000000000 1.7398000000000000 9.0000000000000000 2.2604000000000002 8.0000000000000000 1.8461000000000001 2.6729799999999999
(Co,Fe,0.4,0.6) 2.2623000000000002 0.6000000000000000 1.7398000000000000 9.0000000000000000 2.2604000000000002 8.0000000000000000 1.8461000000000001 2.6729799999999999
(Co,Fe,0.3,0.7) 2.3208000000000002 0.7000000000000000 1.7398000000000000 9.0000000000000000 2.2604000000000002 8.0000000000000000 1.8461000000000001 2.6729799999999999
(Co,Fe,0.2,0.8) 2.3635999999999999 0.8000000000000000 1.7398000000000000 9.0000000000000000 2.2604000000000002 8.0000000000000000 1.8461000000000001 2.6729799999999999
(Co,Fe,0.1,0.9) 2.3330000000000002 0.9000000000000000 1.7398000000000000 9.0000000000000000 2.2604000000000002 8.0000000000000000 1.8461000000000001 2.6729799999999999
(Co,Fe,0.0,1.0) 2.2604000000000002 1.0000000000000000 1.7398000000000000 9.0000000000000000 2.2604000000000002 8.0000000000000000 1.8461000000000001 2.6729799999999999
(Ni,Fe,1.0,0.0) 0.5914000000000000 0.0000000000000000 0.5914000000000000 10.0000000000000000 2.2604000000000002 8.0000000000000000 1.0746300000000000 2.7969499999999998
(Ni,Fe,0.9,0.1) 0.7996000000000000 0.1000000000000000 0.5914000000000000 10.0000000000000000 2.2604000000000002 8.0000000000000000 1.0746300000000000 2.7969499999999998
(Ni,Fe,0.8,0.2) 1.0284000000000000 0.2000000000000000 0.5914000000000000 10.0000000000000000 2.2604000000000002 8.0000000000000000 1.0746300000000000 2.7969499999999998
(Ni,Fe,0.7,0.3) 1.2476000000000000 0.3000000000000000 0.5914000000000000 10.0000000000000000 2.2604000000000002 8.0000000000000000 1.0746300000000000 2.7969499999999998
(Ni,Fe,0.6,0.4) 1.4558000000000000 0.4000000000000000 0.5914000000000000 10.0000000000000000 2.2604000000000002 8.0000000000000000 1.0746300000000000 2.7969499999999998
(Ni,Fe,0.5,0.5) 1.6594000000000000 0.5000000000000000 0.5914000000000000 10.0000000000000000 2.2604000000000002 8.0000000000000000 1.0746300000000000 2.7969499999999998
(Ni,Fe,0.4,0.6) 1.8488000000000000 0.6000000000000000 0.5914000000000000 10.0000000000000000 2.2604000000000002 8.0000000000000000 1.0746300000000000 2.7969499999999998
(Ni,Fe,0.3,0.7) 2.0182000000000002 0.7000000000000000 0.5914000000000000 10.0000000000000000 2.2604000000000002 8.0000000000000000 1.0746300000000000 2.7969499999999998
(Ni,Fe,0.2,0.8) 2.1951999999999998 0.8000000000000000 0.5914000000000000 10.0000000000000000 2.2604000000000002 8.0000000000000000 1.0746300000000000 2.7969499999999998
(Ni,Fe,0.1,0.9) 2.3092999999999999 0.9000000000000000 0.5914000000000000 10.0000000000000000 2.2604000000000002 8.0000000000000000 1.0746300000000000 2.7969499999999998
(Ni,Fe,0.0,1.0) 2.2604000000000002 1.0000000000000000 0.5914000000000000 10.0000000000000000 2.2604000000000002 8.0000000000000000 1.0746300000000000 2.7969499999999998
(Cu,Fe,1.0,0.0) 0.0000000000000000 0.0000000000000000 0.0000000000000000 11.0000000000000000 2.2604000000000002 8.0000000000000000 0.2683300000000000 2.3323900000000002
(Cu,Fe,0.9,0.1) 0.2212000000000000 0.1000000000000000 0.0000000000000000 11.0000000000000000 2.2604000000000002 8.0000000000000000 0.2683300000000000 2.3323900000000002
(Cu,Fe,0.8,0.2) 0.5044000000000000 0.2000000000000000 0.0000000000000000 11.0000000000000000 2.2604000000000002 8.0000000000000000 0.2683300000000000 2.3323900000000002
(Cu,Fe,0.7,0.3) 0.7582000000000000 0.3000000000000000 0.0000000000000000 11.0000000000000000 2.2604000000000002 8.0000000000000000 0.2683300000000000 2.3323900000000002
(Cu,Fe,0.6,0.4) 1.0038000000000000 0.4000000000000000 0.0000000000000000 11.0000000000000000 2.2604000000000002 8.0000000000000000 0.2683300000000000 2.3323900000000002
(Cu,Fe,0.5,0.5) 1.2349000000000001 0.5000000000000000 0.0000000000000000 11.0000000000000000 2.2604000000000002 8.0000000000000000 0.2683300000000000 2.3323900000000002
(Cu,Fe,0.4,0.6) 1.4872000000000001 0.6000000000000000 0.0000000000000000 11.0000000000000000 2.2604000000000002 8.0000000000000000 0.2683300000000000 2.3323900000000002
(Cu,Fe,0.3,0.7) 1.7523000000000000 0.7000000000000000 0.0000000000000000 11.0000000000000000 2.2604000000000002 8.0000000000000000 0.2683300000000000 2.3323900000000002
(Cu,Fe,0.2,0.8) 1.9843000000000000 0.8000000000000000 0.0000000000000000 11.0000000000000000 2.2604000000000002 8.0000000000000000 0.2683300000000000 2.3323900000000002
(Cu,Fe,0.1,0.9) 2.1627999999999998 0.9000000000000000 0.0000000000000000 11.0000000000000000 2.2604000000000002 8.0000000000000000 0.2683300000000000 2.3323900000000002
(Cu,Fe,0.0,1.0) 2.2604000000000002 1.0000000000000000 0.0000000000000000 11.0000000000000000 2.2604000000000002 8.0000000000000000 0.2683300000000000 2.3323900000000002
(Zn,Fe,1.0,0.0) 0.0000000000000000 0.0000000000000000 0.0000000000000000 12.0000000000000000 2.2604000000000002 8.0000000000000000 0.0311900000000000 0.0000000000000000
(Zn,Fe,0.9,0.1) 0.1114000000000000 0.1000000000000000 0.0000000000000000 12.0000000000000000 2.2604000000000002 8.0000000000000000 0.0311900000000000 0.0000000000000000
(Zn,Fe,0.8,0.2) 0.3266000000000000 0.2000000000000000 0.0000000000000000 12.0000000000000000 2.2604000000000002 8.0000000000000000 0.0311900000000000 0.0000000000000000
(Zn,Fe,0.7,0.3) 0.5486000000000000 0.3000000000000000 0.0000000000000000 12.0000000000000000 2.2604000000000002 8.0000000000000000 0.0311900000000000 0.0000000000000000
(Zn,Fe,0.6,0.4) 0.7809000000000000 0.4000000000000000 0.0000000000000000 12.0000000000000000 2.2604000000000002 8.0000000000000000 0.0311900000000000 0.0000000000000000
(Zn,Fe,0.5,0.5) 1.0266999999999999 0.5000000000000000 0.0000000000000000 12.0000000000000000 2.2604000000000002 8.0000000000000000 0.0311900000000000 0.0000000000000000
(Zn,Fe,0.4,0.6) 1.2862000000000000 0.6000000000000000 0.0000000000000000 12.0000000000000000 2.2604000000000002 8.0000000000000000 0.0311900000000000 0.0000000000000000
(Zn,Fe,0.3,0.7) 1.5524000000000000 0.7000000000000000 0.0000000000000000 12.0000000000000000 2.2604000000000002 8.0000000000000000 0.0311900000000000 0.0000000000000000
(Zn,Fe,0.2,0.8) 1.8440000000000001 0.8000000000000000 0.0000000000000000 12.0000000000000000 2.2604000000000002 8.0000000000000000 0.0311900000000000 0.0000000000000000
(Zn,Fe,0.1,0.9) 2.0762999999999998 0.9000000000000000 0.0000000000000000 12.0000000000000000 2.2604000000000002 8.0000000000000000 0.0311900000000000 0.0000000000000000
(Zn,Fe,0.0,1.0) 2.2604000000000002 1.0000000000000000 0.0000000000000000 12.0000000000000000 2.2604000000000002 8.0000000000000000 0.0311900000000000 0.0000000000000000
